TradeId,Expiry,CP,2weeks2Mat,Strike,LocalCap,Book,Notional,PresentValueT0,assetId,deltaT0,gammaT0,vegaT0,PresentValueT1,deltaT1,gammaT1,vegaT1,dPx,ddelta,dgamma,dvega
900430,2024-04-17,ZTES,81,2905.03,10.1,AXALIAB,10000000,759157.4096,.SPX,11 ,-0.13,-43541.87,824869.99,11.02,-0.02,-81889.76,-0.006571258,-1.13563E-08,-1.10308E-08,0.003834789
900435,2025-04-16,ZTES,107,2905.03,12,AXALIAB,10000000,1206438.596,.SPX,17 ,-0.11,-106204.13,1234548.31,17.20,-0.06,-103351.48,-0.002810972,-1.85426E-08,-5.25372E-09,-0.000285266
904321,2024-05-01,ZTES,82,2917.52,9.9,AXALIAB,10000000,717838.038,.SPX,44 ,-0.21,-87979.34,750050.07,34.49,-0.13,-95879.56,-0.003221204,9.61018E-07,-7.27201E-09,0.000790021
904332,2025-04-30,ZTES,108,2917.52,12,AXALIAB,10000000,1168643.436,.SPX,75 ,-0.32,-99771.82,1219436.46,60.74,-0.22,-107122.76,-0.005079302,1.41836E-06,-1.04632E-08,0.000735094
907476,2024-05-15,ZTES,83,2876.32,10,AXALIAB,10000000,1048943.632,.SPX,108 ,-0.28,-89122.01,1077623.43,91.02,-0.24,-86482.04,-0.002867979,1.66936E-06,-4.1479E-09,-0.000263997
907478,2025-05-14,ZTES,109,2876.32,12,AXALIAB,10000000,1487641.742,.SPX,140 ,-0.28,-105737.45,1516645.69,121.42,-0.36,-100290.75,-0.002900395,1.89521E-06,8.17552E-09,-0.000544669
912589,2024-06-05,ZTES,84,2843.49,9.9,AXALIAB,10000000,1662203.077,.SPX,214 ,-0.32,-101358.93,1701315.77,188.44,-0.54,-101666.42,-0.00391127,2.53634E-06,2.25732E-08,3.07488E-05
912591,2025-06-04,ZTES,110,2843.49,12,AXALIAB,10000000,2090093.593,.SPX,253 ,-0.78,-119800.01,2164636.37,207.10,-0.75,-115450.24,-0.007454278,4.60932E-06,-2.96555E-09,-0.000434977
916410,2024-06-19,ZTES,85,2954.18,9.7,AXALIAB,10000000,1167139.253,.SPX,207 ,-0.21,-95610.17,1191601.38,176.68,-0.48,-95219.68,-0.002446213,3.00638E-06,2.75904E-08,-3.90492E-05
916414,2025-06-18,ZTES,111,2954.18,12,AXALIAB,10000000,1635686.181,.SPX,263 ,-0.87,-113038.56,1653843.86,231.18,-0.36,-110177.95,-0.001815768,3.18698E-06,-5.13102E-08,-0.000286061
919579,2024-07-02,ZTES,86,2995.82,9.1,AXALIAB,10000000,883788.8443,.SPX,206 ,-0.51,-95990.47,915799.70,172.42,-0.32,-91658.07,-0.003201086,3.38972E-06,-1.88306E-08,-0.00043324
919581,2025-07-02,ZTES,112,2995.82,11.7,AXALIAB,10000000,1394128.929,.SPX,261 ,-0.68,-110537.31,1418061.53,238.57,-0.68,-116849.64,-0.00239326,2.25254E-06,-8.15288E-10,0.000631233
923246,2024-07-17,ZTES,87,2995.11,9.8,AXALIAB,10000000,1337581.39,.SPX,308 ,-0.37,-102580.18,1377305.31,285.94,-0.52,-101622.34,-0.003972392,2.22547E-06,1.49901E-08,-9.57837E-05
923248,2025-07-16,ZTES,113,2995.11,11.3,AXALIAB,10000000,1665309.519,.SPX,345 ,-1.18,-124168.36,1727930.75,310.98,-0.96,-116763.08,-0.006262123,3.3723E-06,-2.13868E-08,-0.000740528
926121,2024-07-31,ZTES,88,2953.56,9.8,AXALIAB,10000000,1472574.271,.SPX,382 ,-0.68,-104989.14,1515498.74,356.43,-0.81,-101977.51,-0.004292447,2.57797E-06,1.32007E-08,-0.000301163
926123,2025-08-06,ZTES,115,2953.56,11,AXALIAB,10000000,1842439.838,.SPX,445 ,-0.84,-131032.98,1912534.78,409.37,-1.22,-126429.25,-0.007009494,3.54129E-06,3.73356E-08,-0.000460373
929884,2024-08-14,ZTES,89,2847.6,10,AXALIAB,10000000,1487133.203,.SPX,460 ,-1.14,-108631.40,1551171.21,415.17,-0.92,-105425.52,-0.006403801,4.51414E-06,-2.20204E-08,-0.000320588
929886,2025-08-20,ZTES,116,2847.6,11,AXALIAB,10000000,1782957.607,.SPX,513 ,-1.39,-129826.32,1866165.30,466.03,-1.18,-122210.60,-0.008320769,4.68729E-06,-2.0931E-08,-0.000761571
935196,2024-09-04,ZTES,91,2976,9.1,AXALIAB,10000000,1093332.101,.SPX,665 ,-1.49,-108530.05,1138823.73,608.11,-1.60,-105953.06,-0.004549163,5.65207E-06,1.15052E-08,-0.000257699
935198,2025-09-03,ZTES,117,2976,11,AXALIAB,10000000,1594159.523,.SPX,792 ,-1.75,-132008.29,1701826.44,759.85,-1.77,-125926.79,-0.010766692,3.19645E-06,2.4882E-09,-0.00060815
938863,2024-09-18,ZTES,92,3006.79,9.5,AXALIAB,10000000,1298487.686,.SPX,489 ,-0.68,-112492.68,1351148.10,437.54,-0.93,-111044.39,-0.005266041,5.14579E-06,2.48383E-08,-0.000144829
938865,2025-09-17,ZTES,118,3006.79,11,AXALIAB,10000000,1730904.656,.SPX,545 ,-1.16,-135130.75,1817989.45,508.44,-0.85,-129117.86,-0.008708479,3.64368E-06,-3.06665E-08,-0.000601289
943067,2024-10-02,ZTES,93,2910.63,10.5,AXALIAB,10000000,1579220.42,.SPX,502 ,-0.80,-106711.40,1611182.58,474.32,-1.00,-110014.34,-0.003196216,2.78081E-06,1.94255E-08,0.000330294
943069,2025-10-01,ZTES,119,2910.63,11,AXALIAB,10000000,1723104.919,.SPX,531 ,-0.96,-129498.09,1790387.28,499.73,-0.71,-133337.33,-0.006728236,3.10734E-06,-2.54361E-08,0.000383924
947007,2024-10-16,ZTES,94,2997.95,9.7,AXALIAB,10000000,1258658.792,.SPX,604 ,-1.20,-110500.29,1316803.47,569.09,-1.35,-112012.56,-0.005814468,3.44763E-06,1.53044E-08,0.000151227
947008,2025-10-15,ZTES,120,2997.95,11,AXALIAB,10000000,1663343.507,.SPX,667 ,-1.14,-131972.15,1751837.82,627.92,-1.04,-131261.81,-0.008849431,3.94656E-06,-9.59109E-09,-7.10338E-05
953271,2025-11-05,ZTES,121,3085.18,11,AXALIAB,10000000,1630343.363,.SPX,620 ,-1.31,-136307.20,1712576.49,597.17,-1.24,-133396.22,-0.008223312,2.30852E-06,-7.5413E-09,-0.000291097
953273,2024-11-06,ZTES,95,3085.18,9.6,AXALIAB,10000000,1224904.913,.SPX,539 ,-1.07,-112879.52,1320001.81,519.04,-1.34,-120842.44,-0.00950969,1.9846E-06,2.74142E-08,0.000796292
956411,2024-11-20,ZTES,96,3103.54,9.6,AXALIAB,10000000,1161182.388,.SPX,696 ,-1.53,-112244.72,1209460.07,652.61,-1.26,-110882.31,-0.004827769,4.32257E-06,-2.78665E-08,-0.000136241
956413,2025-11-19,ZTES,122,3103.54,11,AXALIAB,10000000,1533558.847,.SPX,746 ,-1.86,-137102.43,1630903.70,745.36,-1.19,-136496.58,-0.009734485,8.58642E-08,-6.71161E-08,-6.05848E-05
961156,2024-12-04,ZTES,97,3117.43,10,AXALIAB,10000000,1166911.455,.SPX,857 ,-1.85,-109257.47,1218432.54,811.70,-1.64,-111003.51,-0.005152108,4.50469E-06,-2.12652E-08,0.000174604
961159,2025-12-03,ZTES,123,3117.43,10.5,AXALIAB,10000000,1267545.954,.SPX,900 ,-1.27,-135204.84,1375073.14,838.77,-1.28,-131780.27,-0.010752718,6.15907E-06,1.20773E-09,-0.000342456
965150,2024-12-18,ZTES,98,3205.37,10.1,AXALIAB,10000000,1110100.281,.SPX,900 ,-1.77,-107739.58,1197233.01,873.77,-0.99,-111716.27,-0.008713273,2.6047E-06,-7.82077E-08,0.000397669
965153,2025-12-17,ZTES,124,3205.37,10.5,AXALIAB,10000000,1218682.866,.SPX,949 ,-1.39,-137878.39,1342131.32,882.89,-1.54,-132513.21,-0.012344846,6.6354E-06,1.52946E-08,-0.000536518
967372,2024-12-31,ZTES,99,3257.85,10.1,AXALIAB,10000000,1067256.006,.SPX,944 ,-1.97,-108646.46,1147735.61,910.42,-2.05,-112128.18,-0.008047961,3.32218E-06,7.58792E-09,0.000348171
967375,2026-01-07,ZTES,126,3257.85,10.5,AXALIAB,10000000,1176516.751,.SPX,986 ,-1.92,-133740.50,1259931.31,947.01,-2.08,-136009.61,-0.008341456,3.89061E-06,1.59201E-08,0.000226912
970466,2025-01-15,ZTES,100,3316.81,9.5,AXALIAB,10000000,800470.6576,.SPX,"1,042 ",-1.48,-107200.25,869625.32,1009.67,-1.97,-108171.18,-0.006915466,3.24319E-06,4.93586E-08,9.70935E-05
970469,2026-01-21,ZTES,127,3316.81,10.5,AXALIAB,10000000,1011926.746,.SPX,"1,118 ",-1.56,-134142.16,1117784.32,1102.11,-1.61,-131541.83,-0.010585757,1.60617E-06,5.27382E-09,-0.000260033
975411,2025-02-05,ZTES,102,3345.78,9.4,AXALIAB,10000000,755408.1278,.SPX,991 ,-1.21,-110555.24,826501.74,959.32,-0.87,-109421.10,-0.007109361,3.15749E-06,-3.4369E-08,-0.000113415
975414,2026-02-04,ZTES,128,3345.78,10.5,AXALIAB,10000000,1046625.517,.SPX,"1,052 ",-1.41,-131980.20,1142601.38,1039.18,-1.72,-131827.62,-0.009597587,1.30536E-06,3.13698E-08,-1.52582E-05
980583,2025-02-19,ZTES,103,3373.23,9,AXALIAB,10000000,545762.665,.SPX,"1,034 ",-1.41,-108300.85,656571.35,1030.25,-1.73,-135117.52,-0.011080868,3.88498E-07,3.19788E-08,0.002681666
980586,2026-02-18,ZTES,129,3373.23,10.5,AXALIAB,10000000,913719.9242,.SPX,"1,198 ",-1.47,-127060.98,1026395.77,1141.19,-2.30,-122534.69,-0.011267585,5.69422E-06,8.24778E-08,-0.000452629
989799,2026-03-04,ZTES,130,3023.94,10,AXALIAB,10000000,894697.7017,.SPX,978 ,-1.60,-136335.55,1010793.99,961.40,-0.99,-135302.56,-0.011609629,1.69217E-06,-6.05168E-08,-0.0001033
989802,2025-03-05,ZTES,104,3023.94,9.9,AXALIAB,10000000,884895.2216,.SPX,992 ,-1.26,-111397.11,960892.24,980.82,-1.31,-107504.73,-0.007599702,1.13259E-06,4.98167E-09,-0.000389238
1005512,2025-03-19,ZTES,105,2409.39,20,AXALIAB,10000000,2645269.949,.SPX,0 ,0.00,-62171.13,2660491.96,0.00,0.00,-60690.34,-0.001522201,0,0,-0.000148079
1005515,2026-03-18,ZTES,131,2409.39,10,AXALIAB,10000000,751849.8634,.SPX,0 ,0.00,-133821.75,840573.36,0.00,0.00,-127658.25,-0.00887235,0,-1.02894E-13,-0.00061635
1013758,2025-04-02,ZTES,106,2526.9,12.1,AXALIAB,10000000,1213046.956,.SPX,0 ,0.00,-98519.27,1230603.40,0.00,0.00,-99510.89,-0.001755645,0,0,9.91616E-05
1013761,2026-04-01,ZTES,132,2526.9,11,AXALIAB,10000000,1022865.257,.SPX,0 ,0.00,-124589.39,1085434.69,0.00,0.00,-126497.43,-0.006256943,0,1.02894E-12,0.000190804
1020934,2026-04-15,ZTES,133,2799.55,11,AXALIAB,10000000,1007417.478,.SPX,21 ,-0.09,-153824.01,1124840.07,11.32,-0.10,-128834.58,-0.011742259,9.69703E-07,8.01862E-10,-0.002498942
1020937,2025-04-16,ZTES,107,2799.55,11,AXALIAB,10000000,1003521.963,.SPX,20 ,-0.19,-130071.39,1044271.82,15.61,-0.06,-103887.53,-0.004074985,4.23141E-07,-1.29516E-08,-0.002618387
1028825,2025-04-30,ZTES,108,2881.19,12.7,AXALIAB,10000000,1271756.121,.SPX,83 ,-0.34,-102141.51,1343658.67,77.36,-0.15,-95863.67,-0.007190255,5.96377E-07,-1.97125E-08,-0.000627783
1028829,2026-05-06,ZTES,134,2881.19,11,AXALIAB,10000000,980140.5559,.SPX,67 ,-0.17,-139956.41,1055252.64,56.28,-0.10,-119113.18,-0.007511209,1.07299E-06,-7.01732E-09,-0.002084323
1035065,2025-05-14,ZTES,109,2948.51,11,AXALIAB,10000000,913048.7809,.SPX,114 ,-0.32,-111767.18,970798.44,93.57,-0.48,-102285.69,-0.005774966,2.06823E-06,1.61915E-08,-0.000948149
1035067,2026-05-20,ZTES,135,2948.51,12,AXALIAB,10000000,1167624.882,.SPX,129 ,-0.27,-103336.38,1239605.18,105.67,-0.29,-121037.04,-0.00719803,2.3605E-06,2.04309E-09,0.001770066
1041139,2025-06-04,ZTES,110,3112.35,10.4,AXALIAB,10000000,699404.2134,.SPX,187 ,-0.81,-86353.14,774792.64,177.86,-0.38,-113662.13,-0.007538843,8.92693E-07,-4.27004E-08,0.002730899
1041142,2026-06-03,ZTES,136,3112.35,12,AXALIAB,10000000,1116441.79,.SPX,203 ,-0.69,-127299.75,1189431.56,198.74,-0.52,-116998.88,-0.007298977,3.90996E-07,-1.6535E-08,-0.001030087
1047313,2026-06-17,ZTES,137,3115.34,13,AXALIAB,10000000,1310935.485,.SPX,279 ,-0.54,-129238.03,1391060.17,236.33,-0.34,-117227.85,-0.008012469,4.25449E-06,-2.0156E-08,-0.001201018
1047314,2025-06-18,ZTES,111,3115.34,11.7,AXALIAB,10000000,988962.2313,.SPX,226 ,-0.74,-112498.65,1016926.40,221.93,-0.20,-102867.83,-0.002796417,4.06245E-07,-5.36643E-08,-0.000963082
1053407,2025-07-02,ZTES,112,3130.01,11.3,AXALIAB,10000000,874440.3736,.SPX,250 ,-0.51,-111701.84,917950.86,229.71,-0.45,-103805.40,-0.004351049,2.06402E-06,-6.65027E-09,-0.000789644
1053410,2026-07-01,ZTES,138,3130.01,13,AXALIAB,10000000,1279922.505,.SPX,290 ,-0.72,-129340.12,1360965.50,273.93,-0.42,-121951.66,-0.008104299,1.6119E-06,-3.05007E-08,-0.000738846
1058370,2025-07-16,ZTES,113,3215.57,10.4,AXALIAB,10000000,658148.7324,.SPX,277 ,0.48,-138745.74,698367.51,256.64,-0.54,-111394.12,-0.004021877,2.07923E-06,1.01206E-07,-0.002735161
1058371,2026-07-15,ZTES,139,3215.57,13,AXALIAB,10000000,1214916.6,.SPX,390 ,-1.45,-124203.69,1298153.84,352.34,-0.83,-124038.36,-0.008323724,3.74641E-06,-6.18776E-08,-1.65338E-05
1065149,2025-08-06,ZTES,115,3349.16,9.2,AXALIAB,10000000,333411.9247,.SPX,347 ,-0.93,-122618.26,373878.52,326.86,-0.51,-119225.30,-0.00404666,2.06115E-06,-4.19799E-08,-0.000339296
1065152,2026-08-05,ZTES,141,3349.16,13,AXALIAB,10000000,1129204.337,.SPX,513 ,-1.10,-136213.29,1211058.13,489.96,-1.34,-125485.70,-0.008185379,2.34947E-06,2.43612E-08,-0.001072759
1069044,2025-08-20,ZTES,116,3385.51,9,AXALIAB,10000000,255605.8433,.SPX,384 ,-0.55,-124081.00,331640.79,347.88,-0.57,-116301.10,-0.007603495,3.64356E-06,2.33125E-09,-0.00077799
1069046,2026-08-19,ZTES,142,3385.51,13,AXALIAB,10000000,1108642.918,.SPX,593 ,-1.71,-134299.11,1172273.01,544.76,-1.29,-126386.48,-0.006363009,4.77858E-06,-4.22261E-08,-0.000791263
1073005,2026-09-02,ZTES,143,3455.06,12,AXALIAB,10000000,835174.2963,.SPX,620 ,-1.34,-142321.82,926226.67,584.29,-1.34,-133054.43,-0.009105238,3.543E-06,4.92348E-10,-0.000926738
1073009,2025-09-03,ZTES,117,3455.06,9.8,AXALIAB,10000000,368186.8859,.SPX,497 ,-1.09,-122956.80,442239.84,470.23,-1.05,-120976.12,-0.007405295,2.71801E-06,-4.05755E-09,-0.000198068
1078014,2026-09-16,ZTES,144,3357.01,12,AXALIAB,10000000,894217.1614,.SPX,518 ,-1.15,-139999.42,974932.73,459.79,-1.24,-133235.01,-0.008071557,5.814E-06,9.13887E-09,-0.00067644
1078017,2025-09-17,ZTES,118,3357.01,9.9,AXALIAB,10000000,419690.2491,.SPX,405 ,-1.04,-120668.37,493710.98,380.07,-0.60,-119016.60,-0.007402073,2.47525E-06,-4.41163E-08,-0.000165176
1083844,2025-10-01,ZTES,119,3380.8,9.7,AXALIAB,10000000,347437.0889,.SPX,445 ,-1.05,-122997.40,428543.29,408.38,-0.73,-121326.09,-0.00811062,3.62606E-06,-3.22392E-08,-0.000167131
1083847,2026-09-30,ZTES,145,3380.8,12,AXALIAB,10000000,868301.4551,.SPX,532 ,-1.06,-140790.20,937814.23,514.34,-1.12,-133649.01,-0.006951277,1.77426E-06,6.12323E-09,-0.000714119
1090856,2025-10-15,ZTES,120,3483.34,9.1,AXALIAB,10000000,151481.5423,.SPX,484 ,-0.64,-124530.06,250671.18,482.01,-1.19,-123684.50,-0.009918963,2.1408E-07,5.52016E-08,-8.45555E-05
1090858,2026-10-14,ZTES,146,3483.34,12,AXALIAB,10000000,765433.8878,.SPX,660 ,-1.58,-139443.00,849261.88,609.28,-0.91,-136459.21,-0.008382799,5.09969E-06,-6.7659E-08,-0.000298378
1096766,2025-11-05,ZTES,121,3510.45,8.4,AXALIAB,10000000,-10203.15108,.SPX,475 ,-0.69,-124304.31,90859.97,477.70,-1.06,-124868.47,-0.010106312,-2.2751E-07,3.72414E-08,5.64155E-05
1096768,2026-11-04,ZTES,147,3510.45,12,AXALIAB,10000000,726545.3217,.SPX,714 ,-2.03,-140714.22,815488.03,635.34,-1.61,-136515.02,-0.008894271,7.90035E-06,-4.18671E-08,-0.00041992
1102322,2025-11-19,ZTES,122,3581.87,8.8,AXALIAB,10000000,-752.4115443,.SPX,597 ,-0.89,-127486.19,97025.61,538.71,-1.17,-126846.85,-0.009777802,5.78054E-06,2.77195E-08,-6.39336E-05
1102325,2026-11-18,ZTES,148,3581.87,12,AXALIAB,10000000,656566.9799,.SPX,803 ,-1.73,-140341.90,738014.81,760.09,-1.33,-138033.88,-0.008144783,4.26646E-06,-4.0941E-08,-0.000230802
1107518,2025-12-03,ZTES,123,3666.72,8.1,AXALIAB,10000000,-192156.8285,.SPX,606 ,-0.82,-128184.41,-108203.27,599.90,-1.04,-127121.65,-0.008395356,6.57529E-07,2.24002E-08,-0.000106277
1107521,2026-12-02,ZTES,149,3666.72,11,AXALIAB,10000000,387867.1061,.SPX,823 ,-1.44,-143767.05,479680.75,781.34,-1.24,-139983.64,-0.009181365,4.19356E-06,-2.02309E-08,-0.000378342
1112445,2025-12-17,ZTES,124,3722.48,7.9,AXALIAB,10000000,-273601.3136,.SPX,672 ,-1.41,-125806.71,-193639.15,635.73,-0.88,-131200.21,-0.007996216,3.64023E-06,-5.26744E-08,0.00053935
1112448,2026-12-16,ZTES,150,3722.48,11,AXALIAB,10000000,351177.2038,.SPX,892 ,-1.17,-143670.31,430015.12,881.47,-1.48,-123757.97,-0.007883792,1.0684E-06,3.14129E-08,-0.001991234
1117580,2026-01-07,ZTES,126,3803.79,8,AXALIAB,10000000,-336727.0788,.SPX,762 ,-0.83,-125081.17,-248640.51,738.59,-0.78,-128710.06,-0.008808656,2.34097E-06,-4.64873E-09,0.000362889
1117582,2027-01-06,ZTES,152,3803.79,11,AXALIAB,10000000,163620.0263,.SPX,976 ,-2.15,-117099.14,251278.43,961.31,-1.53,-115707.17,-0.00876584,1.44856E-06,-6.22575E-08,-0.000139197
1123404,2026-01-21,ZTES,127,3853.07,8.3,AXALIAB,10000000,-356864.0183,.SPX,832 ,-1.47,-125055.67,-259998.01,808.10,-1.36,-125013.52,-0.009686601,2.38995E-06,-1.15055E-08,-4.21472E-06
1123407,2027-01-20,ZTES,153,3853.07,10.5,AXALIAB,10000000,64986.83681,.SPX,"1,001 ",-1.54,-140329.77,168887.07,978.61,-1.83,-140532.29,-0.010390023,2.19083E-06,2.89995E-08,2.02519E-05
1128359,2026-02-04,ZTES,128,3871.74,9,AXALIAB,10000000,-257140.4086,.SPX,898 ,-1.62,-123913.05,-138137.73,867.35,-1.62,-118067.72,-0.011900268,3.05455E-06,3.39149E-11,-0.000584533
1128361,2027-02-03,ZTES,154,3871.74,10.5,AXALIAB,10000000,38600.81189,.SPX,"1,008 ",-1.56,-140920.63,140135.00,994.75,-1.38,-137172.78,-0.010153419,1.36744E-06,-1.7296E-08,-0.000374785
1131571,2026-02-18,ZTES,129,3913.97,9.2,AXALIAB,10000000,-265673.241,.SPX,931 ,-1.94,-122621.84,-191333.09,904.14,-1.78,-123361.34,-0.007434015,2.71213E-06,-1.64875E-08,7.39499E-05
1131574,2027-02-17,ZTES,155,3913.97,10.5,AXALIAB,10000000,-26029.40933,.SPX,"1,027 ",-1.49,-140528.76,109303.97,992.24,-1.63,-127582.46,-0.013533338,3.50501E-06,1.33418E-08,-0.001294631
1136313,2027-03-03,ZTES,156,3768.47,10.5,AXALIAB,10000000,133537.2644,.SPX,875 ,-0.99,-144877.34,241870.24,843.46,-1.29,-141299.10,-0.010833298,3.12864E-06,3.02188E-08,-0.000357824
1136316,2026-03-04,ZTES,130,3768.47,8.9,AXALIAB,10000000,-188386.476,.SPX,760 ,-1.08,-128037.48,-96990.56,761.02,-0.56,-125515.11,-0.009139592,-6.27119E-08,-5.21973E-08,-0.000252237
744217,2022-04-20,ZTES,29,61.93,10.1,AXALIAB,10000000,1028965.454,EFA.P,312 ,-65.69,-30595.83,1027162.75,223.60,-108.47,-30390.40,0.000180271,8.88308E-06,4.27809E-06,-2.05424E-05
746962,2022-05-04,ZTES,30,64.87,9.8,AXALIAB,10000000,1005416.444,EFA.P,"1,961 ",-404.93,-16844.21,1011785.47,1791.62,-199.54,-31656.63,-0.000636903,1.6986E-05,-2.05393E-05,0.001481242
749772,2022-05-18,ZTES,31,65.35,9.5,AXALIAB,10000000,1796858.996,EFA.P,"4,292 ",-528.70,-37372.01,1780487.80,4580.49,-607.93,-38374.06,0.00163712,-2.88269E-05,7.9227E-06,0.000100204
753354,2022-06-01,ZTES,32,66.49,9.3,AXALIAB,10000000,1442661.999,EFA.P,"12,314 ",-1426.89,-43757.29,1431178.65,12279.19,-2223.63,-41888.06,0.001148335,3.43806E-06,7.96743E-05,-0.000186923
758094,2022-06-15,ZTES,33,65.83,9.3,AXALIAB,10000000,1048862.19,EFA.P,"9,719 ",-1540.90,-40535.35,1028838.06,11189.99,-1532.96,-41125.24,0.002002413,-0.000147106,-7.93959E-07,5.8989E-05
762360,2022-07-06,ZTES,34,64.83,9.7,AXALIAB,10000000,1050497.814,EFA.P,"10,653 ",-1972.61,-42665.87,1074374.23,11230.12,-1184.56,-40371.46,-0.002387642,-5.76856E-05,-7.88055E-05,-0.00022944
764745,2022-07-20,ZTES,35,66.81,9.2,AXALIAB,10000000,825908.1074,EFA.P,"15,872 ",-2413.14,-45795.24,825741.12,15693.00,-1665.50,-44956.92,1.6699E-05,1.78659E-05,-7.47642E-05,-8.38317E-05
766953,2023-08-02,ZTES,62,67.37,9.3,AXALIAB,10000000,794105.9725,EFA.P,"16,928 ",-2280.63,-53793.41,801547.93,16679.35,-724.50,-62725.02,-0.000744196,2.49032E-05,-0.000155613,0.00089316
766955,2022-08-03,ZTES,36,67.37,9,AXALIAB,10000000,806400.6264,EFA.P,"16,497 ",-2160.72,-45994.93,799588.49,16058.52,-1679.40,-47463.72,0.000681214,4.3827E-05,-4.8132E-05,0.000146879
769145,2022-08-17,ZTES,37,66.01,8.8,AXALIAB,10000000,1187958.448,EFA.P,"19,625 ",-2737.80,-49609.69,1193904.77,19973.64,-2179.79,-48641.70,-0.000594632,-3.48786E-05,-5.58007E-05,-9.67989E-05
769147,2023-08-16,ZTES,63,66.01,9,AXALIAB,10000000,1156106.887,EFA.P,"19,598 ",-2710.19,-51849.20,1155960.48,19393.73,-2487.50,-64284.50,1.46405E-05,2.04426E-05,-2.22688E-05,0.001243531
772454,2022-08-31,ZTES,38,67.5,8.5,AXALIAB,10000000,808674.7439,EFA.P,"21,684 ",-3244.63,-50787.21,804773.17,21117.80,-3266.56,-50385.38,0.000390157,5.66182E-05,2.19308E-06,-4.01824E-05
772463,2023-09-06,ZTES,65,67.5,8.7,AXALIAB,10000000,766122.1473,EFA.P,"21,794 ",-2959.37,-67242.76,764378.61,21655.80,-2158.75,-60387.88,0.000174354,1.37901E-05,-8.00618E-05,-0.000685488
775253,2022-09-14,ZTES,39,68.18,8.6,AXALIAB,10000000,496174.5317,EFA.P,"20,853 ",-1543.26,-49180.68,499538.28,21017.60,-2411.96,-49772.75,-0.000336374,-1.6451E-05,8.68702E-05,5.9207E-05
775255,2023-09-20,ZTES,66,68.18,9.3,AXALIAB,10000000,542398.911,EFA.P,"21,777 ",-2464.14,-61486.00,507285.26,21714.57,-2827.31,-65304.18,0.003511365,6.28046E-06,3.63166E-05,0.000381818
778072,2022-10-05,ZTES,41,68.48,8.6,AXALIAB,10000000,572184.7751,EFA.P,"16,571 ",-2222.05,-48912.94,547995.20,17279.66,-1776.19,-51425.79,0.002418958,-7.08444E-05,-4.45857E-05,0.000251285
778074,2023-10-04,ZTES,67,68.48,9,AXALIAB,10000000,565904.8376,EFA.P,"17,733 ",-2466.02,-67380.72,549321.17,16592.12,-2700.12,-66844.51,0.001658366,0.000114076,2.34099E-05,-5.3621E-05
780107,2023-10-18,ZTES,68,69.43,9.2,AXALIAB,10000000,764413.7091,EFA.P,"22,279 ",-3270.65,-85751.74,758149.82,21809.01,-2529.82,-70706.83,0.000626389,4.70051E-05,-7.4083E-05,-0.001504492
780127,2022-10-19,ZTES,42,69.43,8.6,AXALIAB,10000000,743088.592,EFA.P,"21,591 ",-1249.50,-52536.31,724034.22,20001.51,-1649.15,-52453.48,0.001905438,0.000158957,3.99649E-05,-8.28253E-06
782080,2022-11-02,ZTES,43,69.91,8.5,AXALIAB,10000000,1265415.468,EFA.P,"20,943 ",-1071.89,-56391.27,1254253.73,20617.30,-1568.87,-56027.04,0.001116174,3.25564E-05,4.96974E-05,-3.64227E-05
782082,2023-11-01,ZTES,69,69.91,9.3,AXALIAB,10000000,1376911.918,EFA.P,"22,448 ",-1615.03,-60603.15,1374099.30,22318.91,-2336.28,-77011.56,0.000281262,1.29079E-05,7.21249E-05,0.001640841
784102,2022-11-16,ZTES,44,69.16,9,AXALIAB,10000000,1461448.13,EFA.P,"39,262 ",-4279.82,-58972.06,1432780.00,38616.59,-5743.81,-60501.85,0.002866813,6.45566E-05,0.000146399,0.000152978
784105,2023-11-15,ZTES,70,69.16,9.8,AXALIAB,10000000,1510525.172,EFA.P,"43,189 ",-5363.67,-82360.45,1483553.16,42237.22,-4592.50,-76602.75,0.002697202,9.51914E-05,-7.71173E-05,-0.00057577
790164,2022-11-30,ZTES,45,69.47,8.6,AXALIAB,10000000,1543864.37,EFA.P,"49,384 ",-5141.93,-58874.43,1525559.03,49034.30,-5418.47,-91550.06,0.001830534,3.49442E-05,2.76543E-05,0.003267563
790166,2023-12-06,ZTES,71,69.47,9.4,AXALIAB,10000000,1643203.376,EFA.P,"53,613 ",-7591.74,-78635.02,1626706.11,54011.40,-5619.52,-63417.63,0.001649727,-3.98289E-05,-0.000197222,-0.001521739
793808,2022-12-14,ZTES,46,69.93,8.6,AXALIAB,10000000,851613.2846,EFA.P,"49,008 ",-3626.56,-57813.58,842384.71,51038.70,-4468.81,-56861.13,0.000922857,-0.000203084,8.42249E-05,-9.5245E-05
793810,2023-12-20,ZTES,72,69.93,9.4,AXALIAB,10000000,960798.0169,EFA.P,"52,921 ",-6157.65,-74177.66,948650.42,54966.29,-3748.22,-66108.64,0.001214759,-0.000204537,-0.000240943,-0.000806902
795912,2023-01-04,ZTES,47,71.95,8.4,AXALIAB,10000000,667637.3609,EFA.P,"59,392 ",-5094.35,-55768.11,671855.04,60189.11,-5580.14,-56280.02,-0.000421768,-7.96876E-05,4.85797E-05,5.11906E-05
